CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18059-175946,CERTIFIED,3/5/18,3/9/18,H-1B,3/12/18,3/11/21,CONTRACT PHARMACAL CORP.,CPC,135 ADAMS AVENUE,HAUPPAUGE,NY,11788,UNITED STATES OF AMERICA,,6312314610,,Y,MASCIA_ HENRY,UNIONDALE,NY,MANAGER OF REGULATORY AFFAIRS,Nov-99,MANAGERS_ ALL OTHER,325412,1,1,0,1,0,1,0,Y,"74,901.00",Year,Level I,OES,2018,OFLC ONLINE DATA CENTER,"95,004.00",0,Year,N,N,NA,Y,,HAUPPAUGE,SUFFOLK,NY,11788,
I-200-18060-585211,DENIED,3/1/18,3/2/18,H-1B,4/1/18,3/31/21,DUBOIS CONSULTANTS INC,,5737 SWOPE PARKWAY,KANSAS CITY,MO,64130,UNITED STATES OF AMERICA,,8163337700,,N,_,,,SENIOR BUDGET ANALYST,13-2031,BUDGET ANALYSTS,541330,1,0,1,0,0,0,0,Y,41.46,Hour,Level IV,OES,2018,OFLC ONLINE DATA CENTER,"95,000.00",0,Year,N,N,NA,,,KANSAS CITY,JACKSON,MO,64130,
I-200-18064-009854,CERTIFIED,3/5/18,3/9/18,H-1B,9/2/18,9/1/21,GLORIAN_ INC,,ONE OXFORD VALLEY_ SUITE#314,LANGHORNE,PA,19047,UNITED STATES OF AMERICA,,2155255720,,N,_,,,SOFTWARE ARCHITECT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"92,768.00",Year,Level II,Other,2017,WWW.FLCDATACENTER.COM,"93,000.00",0,Year,N,N,NA,Y,,SAYREVILLE,MIDDLESEX,NJ,8872,
I-200-18064-021115,CERTIFIED,3/5/18,3/9/18,H-1B,9/4/18,9/4/21,FACTSET RESEARCH SYSTEMS_ INC.,,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,6851,UNITED STATES OF AMERICA,,2038101648,,Y,SOUZA_ CHRISTINE,NORWALK,CT,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,1,0,0,0,0,Y,"87,859.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"90,000.00","120,000.00",Year,N,N,NA,,,BOSTON,SUFFOLK,MA,2109,
I-200-18059-385957,CERTIFIED,2/28/18,3/6/18,H-1B,7/31/18,7/30/21,COPPERCONE_ INC.,,2855 KIFER ROAD_ STE 235,SANTA CLARA,CA,95051,UNITED STATES OF AMERICA,,4084463841,,N,_,,,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,334611,5,5,0,0,0,0,0,Y,"87,300.00",Year,N/A,Other,2017,2017 TOWERS CSR IT COMP SURVEY,"88,000.00",0,Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95051,
I-200-18079-518340,CERTIFIED,3/20/18,3/26/18,H-1B,9/19/18,9/18/21,TWO95 INTERNATIONAL,,1101 N. KINGS HIGHWAY_ SUITE 200,CHERRY HILL,NJ,8034,UNITED STATES OF AMERICA,,8565283312,,Y,CHACKO_ MATHEW,ANNANDALE,VA,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"70,221.00",Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,"72,000.00",0,Year,Y,N,Y,Y,,WAYNE,MONTGOMERY,PA,19087,
I-200-18053-902652,CERTIFIED-WITHDRAWN,3/26/18,5/3/18,H-1B,7/29/18,7/28/21,RESONETICS_ LLC,,44 SIMON STREET,NASHUA,NH,3060,UNITED STATES OF AMERICA,,6038866772,,Y,RICCIO_ LAURIE,BOSTON,MA,SENIOR APPLICATIONS DEVELOPMENT ENGINEER,17-2071,ELECTRICAL ENGINEERS,541519,1,0,1,0,0,0,0,Y,"104,998.00",Year,Level III,OES,2017,OFLC ONLINE DATA CENTER,"105,000.00","115,000.00",Year,N,N,NA,Y,,NASHUA,HILLSBOROUGH,NH,3060,3/30/18
I-200-18071-749087,CERTIFIED,3/12/18,3/16/18,H-1B,9/11/18,9/11/21,ALTIMETRIK CORP,,1000 TOWN CENTER,SOUTHFIELD,MI,48075,UNITED STATES OF AMERICA,,2482812546,,Y,BOWMAN_ LUKE,WHITMORE LAKE,MI,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,54151,1,1,0,0,0,0,0,Y,"78,874.00",Year,Level II,Other,2017,OFLC ONLINE DATA CENTER,"78,874.00","95,000.00",Year,Y,N,Y,Y,,DEARBORN,WAYNE,MI,48126,
I-200-18024-517015,CERTIFIED,1/24/18,1/30/18,H-1B,7/26/18,7/25/21,TECH MAHINDRA (AMERICAS)_INC.,,1001 DURHAM AVENUE,SOUTH PLAINFIELD,NJ,7080,UNITED STATES OF AMERICA,,9732169008,,N,_,,,SOFTWARE ARCHITECT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"84,740.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"84,740.00",0,Year,Y,N,Y,Y,,REASERCH TRIANGLE PARK,DURHAM,NC,27709,
I-200-18267-825518,CERTIFIED,9/24/18,9/28/18,H-1B,9/30/18,9/30/21,CYNOSURE_ INC.,N/A,3030 WARRENVILLE ROAD,LISLE,IL,60532,UNITED STATES OF AMERICA,N/A,6304817739,,Y,KALLABAT_ JOSEPH,WEST BLOOMFIELD,MI,SR. SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,1,0,0,0,Y,"80,912.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"87,500.00",0,Year,N,N,NA,,,LISLE,DU PAGE,IL,60532,
I-200-18200-170834,CERTIFIED,7/19/18,7/25/18,H-1B,7/30/18,7/29/21,CYBERTHINK INC,,685 ROUTE 202 / 206,BRIDGEWATER,NJ,8807,UNITED STATES OF AMERICA,,9084298008,5065,N,_,,,QUALITY ASSURANCE ANALYST,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,541519,1,1,0,0,0,0,0,Y,"68,557.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"68,600.00",0,Year,Y,N,Y,,,INDIANAPOLIS,MARION,IN,46235,
I-200-18191-461996,CERTIFIED,7/27/18,8/2/18,H-1B,8/27/18,8/26/21,NEWSCYCLE SOLUTIONS_ INC.,,7900 INTERNATIONAL DRIVE,BLOOMINGTON,MN,55425,UNITED STATES OF AMERICA,,6516390662,,Y,SACHSE_ TIMOTHY,OWINGS MILLS,MD,APPLICATION SPECIALIST,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,1,0,0,0,Y,"73,112.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"73,112.00",0,Year,N,N,NA,,,TAMPA,HILLSBOROUGH,FL,33602,
I-200-18068-805741,CERTIFIED-WITHDRAWN,3/9/18,8/2/18,H-1B,9/1/18,8/31/21,PHOTON INFOTECH_ INC.,N/A,12300 FORD ROAD,DALLAS,TX,75234,UNITED STATES OF AMERICA,,9722433233,,Y,KALRA_ KIRTI,SANTA CLARA,CA,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,1,0,0,0,0,0,Y,"110,864.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"110,864.00",0,Year,Y,N,Y,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,3/15/18
I-200-18074-150145,CERTIFIED,3/15/18,3/21/18,H-1B,5/1/18,5/1/21,WM MORTGAGEWARE_ LLC,WEBMAX_ LLC,461 ROUTE 168 SUITE B,TURNERSVILLE,NJ,8012,UNITED STATES OF AMERICA,,8567026400,,Y,GORDON_ ROY,CHERRY HILL,NJ,INFORMATION TECHNOLOGY PROJECT MANAGER,Nov-21,COMPUTER AND INFORMATION SYSTEMS MANAGERS,511210,1,1,0,0,0,0,0,Y,"48,797.00",Year,Level I,OES,2018,OFLC ONLINE DATA CENTER,"50,000.00",0,Year,N,N,NA,Y,,TURNERSVILLE,GLOUCESTER,NJ,8012,
I-200-18120-858395,CERTIFIED,5/1/18,5/7/18,H-1B,5/12/18,5/12/21,HEWLETT PACKARD ENTERPRISE COMPANY,,14231 TANDEM BLVD.,AUSTIN,TX,78728,UNITED STATES OF AMERICA,,6508571501,,Y,ESPINAL_ MARGARET,SANTA CLARA,CA,SYSTEMS SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,54151,12,2,2,2,2,2,2,Y,"123,885.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"123,885.00","164,500.00",Year,N,N,NA,,,DURHAM,DURHAM COUNTY,NC,27703,
I-200-18213-081938,CERTIFIED,8/1/18,8/7/18,H-1B,8/15/18,8/14/21,ITC INFOTECH (USA)_ INC.,,12 ROUTE 17 NORTH,PARAMUS,NJ,7652,UNITED STATES OF AMERICA,,2013369431,,Y,SHAPIRO_ HARVEY,NEW YORK,NY,IT CONSULTANT,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,5415,1,0,0,0,0,0,1,Y,"76,523.00",Year,Level II,OES,2018,OFLC ONLINE DATA CENTER,"79,588.96",0,Year,Y,N,Y,Y,,BENTONVILLE,BENTON,AR,72712,
I-200-18219-369027,CERTIFIED,8/7/18,8/13/18,H-1B,10/1/18,9/30/21,TECHDEMOCRACY_ LLC.,,499 THORNALL STREET,EDISON,NJ,8837,UNITED STATES OF AMERICA,,7324048350,112,N,_,,,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,2,2,0,0,0,0,0,Y,"96,366.00",Year,Level II,Other,2018,OFLC ONLINE DATA CENTER,"100,000.00",0,Year,Y,N,Y,Y,,EDISON,MIDDLESEX,NJ,8837,
I-200-15023-248379,CERTIFIED-WITHDRAWN,1/23/15,10/18/17,H-1B,7/14/15,7/13/18,IGNITE MANAGEMENT CONSULTANTS LLC,,740 E. CAMPBELL ROAD,RICHARDSON,TX,75081,UNITED STATES OF AMERICA,,2145500756,,Y,YU_ BECKY,RICHARDSON,TX,SR. WEBLOGIC ADMIN/SW DEVELOPER APPLICATION SUPPORT,15-1131,COMPUTER PROGRAMMERS,541618,1,0,0,1,0,0,0,Y,"48,110.00",Year,Level I,Other,2014,OFLC - ONLINE DATA CENTER,"85,000.00",0,Year,N,N,NA,Y,,RICHARDSON,DALLAS,TX,75081,1/30/15
I-200-15229-482677,CERTIFIED-WITHDRAWN,8/19/15,11/27/17,H-1B,8/24/15,8/24/18,YAHOO! INC.,N/A,701 FIRST AVENUE,SUNNYVALE,CA,94089,UNITED STATES OF AMERICA,N/A,4083493300,,Y,TANG_ PETRA,SAN FRANCISCO,CA,TECH YAHOO_ SOFTWARE DEV ENGINEER_ INTERM,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,518112,1,0,0,0,0,1,0,Y,"99,939.00",Year,N/A,Other,2015,RADFORD GLOBAL TECHNOLOGY SURVEY,"99,939.00","140,000.00",Year,N,N,NA,,,SUNNYVALE,SANTA CLARA,CA,94089,8/24/15
I-200-15194-704629,WITHDRAWN,7/15/15,7/9/18,H-1B,1/14/16,1/14/19,INOVALON_ INC.,,4321 COLLINGTON ROAD,BOWIE,MD,20716,UNITED STATES OF AMERICA,,3018094000,1877,Y,RUDINSKY_ AGNES,BOWIE,MD,SENIOR SOFTWARE DEVELOPMENT ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541690,1,0,1,0,0,0,0,Y,"108,139.00",Year,Level III,OES,2015,OFLC ONLINE DATA CENTER,"111,883.00","121,883.00",Year,N,N,NA,,,BOWIE,PRINCE GEORGE'S,MD,20716,
I-200-15215-946789,WITHDRAWN,8/3/15,4/24/18,H-1B,8/3/15,6/30/18,THE PENNSYLVANIA STATE UNIVERSITY,,402 BOUCKE BUILDING,UNIVERSITY PARK,PA,16802,UNITED STATES OF AMERICA,,8148650423,,N,_,,,RESEARCH ASSOCIATE,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,"40,810.00",Year,Level I,OES,2015,,"50,004.00",0,Year,N,N,NA,Y,,UNIVERSITY PARK,CENTRE,PA,16802,
I-200-16345-368835,CERTIFIED-WITHDRAWN,12/15/16,6/25/18,H-1B,6/14/17,6/13/20,E*TRADE FINANCIAL CORPORATION,,1271 AVENUE OF THE AMERICAS,NEW YORK,NY,10020,UNITED STATES OF AMERICA,,7032368166,,Y,OYE_ RONALD,SAN FRANCISCO,CA,SENIOR_ SOFTWARE ENGINEERING,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,523999,1,0,1,0,0,0,0,Y,"103,200.00",Year,N/A,Other,2016,TOWERS WATSON PROFESSIONAL (TECH & OPERATIONS) COMPENSATION SVY: CUSTOM SURVEY,"110,000.00","140,000.00",Year,N,N,NA,,,MENLO PARK,SAN MATEO,CA,94025,12/19/16
I-200-16334-957654,CERTIFIED-WITHDRAWN,12/20/16,3/8/18,H-1B,4/26/17,4/26/20,FACEBOOK_ INC.,,1 HACKER WAY (AKA 1601 WILLOW ROAD),MENLO PARK,CA,94025,UNITED STATES OF AMERICA,,6508627979,,Y,ABOOBAKER_ AZMINA,SAN FRANCISCO,CA,PRODUCT DESIGNER,27-1024,GRAPHIC DESIGNERS,518112,1,0,1,0,0,0,0,Y,"112,536.00",Year,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY,"145,707.19",0,Year,Y,N,Y,,,MENLO PARK,SAN MATEO,CA,94025,12/21/16
I-200-16322-230338,CERTIFIED-WITHDRAWN,11/17/16,5/24/18,H-1B,3/6/17,3/5/20,ITG SOFTWARE SOLUTIONS INC.,,ONE LIBERTY PLAZA,NEW YORK,NY,10006,UNITED STATES OF AMERICA,,2125884000,,Y,PELTA_ ELEANOR,WASHINGTON,DC,PRINCIPAL SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,523930,1,0,1,0,0,0,0,Y,"104,300.00",Year,N/A,Other,2016,TOWERS WATSON CSR GENERAL INDUSTRY PROFESSIONAL (TECHNICAL AND OPERATIONS) COM,"123,150.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10006,11/18/16
I-200-16054-038551,CERTIFIED-WITHDRAWN,2/23/16,8/13/18,H-1B,6/25/16,6/24/19,UNIVERSITY OF ILLINOIS,,352 HENRY ADMINISTRATION BUILDING,URBANA,IL,61801,UNITED STATES OF AMERICA,,2173331920,,N,_,,,J.L. DOOB RESEARCH ASSISTANT PROFESSOR,25-1022,MATHEMATICAL SCIENCE TEACHERS_ POSTSECONDARY,611310,1,1,0,0,0,0,0,Y,"38,260.00",Year,Level I,OES,2015,,"52,000.00",0,Year,N,N,,,,URBANA,CHAMPAIGN COUNTY,IL,61801,2/25/16
I-200-16054-321968,WITHDRAWN,2/24/16,8/28/18,H-1B,8/21/16,8/20/19,LAM RESEARCH CORPORATION,,4650 CUSHING PARKWAY,FREMONT,CA,94538,UNITED STATES OF AMERICA,,5105725466,,Y,BAKER_ DEBRA,SAN JOSE,CA,PROCESS ENGINEER,17-2131,MATERIALS ENGINEERS,333295,1,1,0,0,0,0,0,Y,"105,519.00",Year,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY,"110,000.00",0,Year,N,N,NA,Y,,FREMONT,ALAMEDA,CA,94538,
I-200-16026-400582,CERTIFIED-WITHDRAWN,3/5/16,1/10/18,H-1B,9/4/16,9/4/19,FACTSET RESEARCH SYSTEMS_ INC.,,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,6851,UNITED STATES OF AMERICA,,2038101648,,Y,SOUZA_ CHRISTINE,NORWALK,CT,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"72,010.00",Year,Level I,OES,2015,OFLC ONLINE DATA CENTER,"90,000.00","120,000.00",Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10016,3/8/16
I-200-16060-255298,CERTIFIED-WITHDRAWN,3/1/16,9/12/18,H-1B,3/10/16,3/9/19,SKYWORKS SOLUTIONS_ INC.,,5221 CALIFORNIA AVENUE,IRVINE,CA,92617,UNITED STATES OF AMERICA,,9492314506,,Y,PACK_ JAMES,IRVINE,CA,ELECTRICAL SENIOR ENGINEER,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,33441,1,0,0,0,0,1,0,Y,"111,920.00",Year,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY - 5063,"111,920.00",0,Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,3/3/16
I-200-13088-220566,WITHDRAWN,3/29/13,5/31/18,H-1B,3/29/13,3/28/16,VIRGINIA BEACH FIELD HOUSE_ LLC,,3411 SHANNON PARK DRIVE,FREDERICKSBURG,VA,22408,UNITED STATES OF AMERICA,,7574273955,,Y,NOVICK_ AMY,WASHINGTON,DC,SPECIAL EVENTS PLANNER AND SALES,13-1121,MEETING_ CONVENTION_ AND EVENT PLANNERS*,71394,1,1,0,0,0,0,0,Y,"28,184.00",Year,Level I,OES,2013,OFLC ONLINE DATA CENTER,"30,000.00",0,Year,N,N,NA,Y,,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23456,
I-200-18052-128382,CERTIFIED,3/2/18,3/8/18,H-1B,8/22/18,8/22/21,KEYBANK NATIONAL ASSOCIATION,,100 PUBLIC SQUARE,CLEVELAND,OH,44113,UNITED STATES OF AMERICA,,2166893441,,Y,JOLIC_ MICHAEL,INDEPENDENCE,OH,DATA ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,522110,1,1,0,0,0,0,0,Y,"83,658.00",Year,Level III,Other,2018,OFLC ONLINE DATA CENTER,"83,658.00","90,000.00",Year,N,N,NA,Y,,CLEVELAND,CUYAHOGA,OH,44114,
I-200-17251-418440,CERTIFIED-WITHDRAWN,9/8/17,10/5/17,H-1B,11/5/17,11/5/20,MERIDIAN TECHNOLOGIES_ INC.,,22710 HAGGERTY ROAD,FARMINGTON HILLS,MI,48335,UNITED STATES OF AMERICA,,2484742580,,Y,SOREN_ RACHAEL,WEST BLOOMFIELD,MI,SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,1,0,0,0,Y,"85,530.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"85,530.00",0,Year,Y,N,Y,,,RICHMOND,RICHMOND CITY,VA,23219,9/14/17
I-202-18176-812261,CERTIFIED,7/18/18,7/24/18,H-1B1 Singapore,11/1/18,4/30/20,AMERICAN INFRASTRUCTURE FUNDS_ LLC,,950 TOWER LANE,FOSTER CITY,CA,94404,UNITED STATES OF AMERICA,,6508546000,,Y,REINHORN_ AMY,SAN FRANCISCO,CA,ASSOCIATE,13-2051,FINANCIAL ANALYSTS,523999,1,0,1,0,0,0,0,Y,"73,715.00",Year,Level I,OES,2018,OFLC ONLINE DATA CENTER,"73,715.00","105,000.00",Year,,,,,,FOSTER CITY,SAN MATEO,CA,94404,
I-200-18183-976899,CERTIFIED,7/9/18,7/13/18,H-1B,7/12/18,7/12/21,TOPGOLF USA INC,,8750 N CENTRAL EXPRESSWAY,DALLAS,TX,75231,UNITED STATES OF AMERICA,,2145015015,,Y,ESMITS_ CHRISTOPHER,CHICAGO,IL,DIRECTOR OF CORPORATE DEVELOPMENT,Nov-21,MARKETING MANAGERS,713990,1,0,1,0,0,0,0,Y,"186,909.00",Year,Level IV,OES,2018,OFLC ONLINE DATA CENTER,"200,000.00",0,Year,N,N,NA,Y,,KIRKLAND,KING,WA,98033,
I-200-15009-792885,CERTIFIED-WITHDRAWN,1/9/15,10/23/17,H-1B,1/9/15,1/8/18,SRIVEN SYSTEMS_ INC.,,7157 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034,UNITED STATES OF AMERICA,,6313930300,,Y,SHEPARD_ MICHELLE,WOBURN,MA,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541600,1,0,0,0,0,1,0,Y,"59,842.00",Year,Level I,Other,2014,FLC DATA CENTER ONLINE WAGE LIBRARY,"63,000.00",0,Year,Y,N,Y,,,FRAMINGHAM,MIDDLESEX,MA,1702,1/16/15
I-200-15034-989933,CERTIFIED-WITHDRAWN,2/3/15,11/14/17,H-1B,2/12/15,2/12/18,MORRISON_ BROWN_ ARGIZ & FARRA_ LLC,N/A,1450 BRICKELL AVENUE,MIAMI,FL,33131,UNITED STATES OF AMERICA,N/A,3053735500,,Y,GONZALEZ_ ANA,CORAL GABLES,FL,STAFF_ TAX & ACCOUNTING,13-2011,ACCOUNTANTS AND AUDITORS,541211,1,0,0,0,0,1,0,Y,"42,619.00",Year,Level I,Other,2014,OFLC-ONLINE DATA CENTER,"44,900.00","54,000.00",Year,N,N,,,,MIAMI,MIAMI-DADE,FL,33131,2/10/15
I-200-15029-598062,CERTIFIED-WITHDRAWN,2/2/15,11/8/17,H-1B,3/1/15,2/28/18,THE UNIVERSITY OF KANSAS,,INTERNATIONAL PROGRAMS,LAWRENCE,KS,66045,UNITED STATES OF AMERICA,,7858646161,,N,_,,,RESEARCH ASSOCIATE,19-1013,SOIL AND PLANT SCIENTISTS,611310,1,1,0,0,0,0,0,Y,"43,534.00",Year,Level II,OES,2015,,"50,000.00",0,Year,N,N,NA,,,LAWRENCE,DOUGLAS,KS,66047,2/10/15
I-200-16069-822158,CERTIFIED-WITHDRAWN,3/9/16,10/23/17,H-1B,6/1/16,5/31/19,UNIVERSITY OF COLORADO,UNIVERSITY OF COLORADO BOULDER,UCB 123,BOULDER,CO,80309,UNITED STATES OF AMERICA,,3037350814,,N,_,,,RESEARCH ASSOCIATE,17-2053,CIVIL ENGINEERS_ R&D,611310,1,1,0,0,0,0,0,Y,"42,390.00",Year,Level I,OES,2015,N/A,"42,400.00",0,Year,N,N,NA,Y,,BOULDER,BOULDER,CO,80309,3/14/16
I-200-16287-791740,WITHDRAWN,10/18/16,9/13/18,H-1B,11/14/16,11/13/19,ADVANCED MICRO DEVICES_ INC.,,ONE AMD PLACE,SUNNYVALE,CA,94088,UNITED STATES OF AMERICA,,4087493699,,Y,DIETZ_ MEE AE,RALEIGH,NC,SUPPLY CHAIN SPECIALIST 2,13-1081,LOGISTICIANS,334413,1,0,0,0,0,1,0,Y,"61,523.00",Year,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY,"61,523.00","89,400.00",Year,N,N,NA,Y,,AUSTIN,TRAVIS,TX,78735,
I-200-16263-633769,CERTIFIED-WITHDRAWN,10/13/16,2/2/18,H-1B,4/1/17,3/31/20,QUINTILES_ INC.,,5827 S. MIAMI BLVD.,MORRISVILLE,NC,27560,UNITED STATES OF AMERICA,,9199982888,,Y,CORY_ JENNIFER,CHARLOTTE,NC,BIOSTATISTICIAN 2,15-2041,STATISTICIANS,325411,1,0,1,0,0,0,0,Y,"84,718.00",Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,"92,564.00",0,Year,N,N,NA,,,ROCKVILLE,MONTGOMERY,MD,20852,10/17/16
I-200-16232-799268,WITHDRAWN,9/6/16,9/13/18,H-1B,1/1/17,12/31/19,UNIVERSITY OF HARTFORD,,200 BLOOMFIELD AVENUE,WEST HARTFORD,CT,6117,UNITED STATES OF AMERICA,,8607684100,,Y,ECKERT_ BRENDA,HARTFORD,CT,VISITING ASSISTANT PROFESSOR OF ELECTRICAL AND COMPUTER ENGI,25-1032,ENGINEERING TEACHERS_ POSTSECONDARY,611310,1,1,0,0,0,0,0,Y,"56,360.00",Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,"56,360.00","75,000.00",Year,N,N,NA,,,WEST HARTFORD,HARTFORD,CT,6117,
I-200-16322-405948,CERTIFIED-WITHDRAWN,11/28/16,7/31/18,H-1B,2/1/17,1/31/20,THE CLAY MATHEMATICS INSTITUTE_ INC.,,70 MAIN STREET,PETERBOROUGH,NH,3458,UNITED STATES OF AMERICA,,6033719032,,Y,DOEBLEY_ JACK,PHILADELPHIA,PA,RESEARCH FELLOW,15-2021,MATHEMATICIANS,541710,1,1,0,0,0,0,0,Y,"82,472.00",Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,"95,000.00","100,000.00",Year,N,N,NA,,,BERKELEY,ALAMEDA,CA,94720,11/29/16
I-200-16330-154920,CERTIFIED-WITHDRAWN,11/25/16,1/25/18,H-1B,12/1/16,11/30/19,CLOUDWICK TECHNOLOGIES INC.,N/A,39899 BALENTINE DRIVE,NEWARK,CA,94560,UNITED STATES OF AMERICA,N/A,5105731330,,Y,AHLUWALIA_ INDERJIT,SAN JOSE,CA,BIG DATA PLATFORM ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,0,0,0,1,Y,"85,197.00",Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,"85,197.00","101,566.00",Year,Y,N,Y,Y,,RICHARDSON,DALLAS,TX,75080,12/1/16
I-200-16321-523122,CERTIFIED-WITHDRAWN,11/18/16,4/16/18,H-1B,11/23/16,11/22/19,UBER TECHNOLOGIES_ INC.,,1455 MARKET STREET,SAN FRANCISCO,CA,94103,UNITED STATES OF AMERICA,,4158052550,,Y,KHOL_ KATHY,SAN FRANCISCO,CA,OPERATIONS PROGRAM MANAGER,Nov-71,TRANSPORTATION_ STORAGE_ AND DISTRIBUTION MANAGERS,541511,1,0,0,0,0,1,0,Y,"146,557.00",Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,"146,557.00","155,000.00",Year,N,N,NA,Y,,SAN FRANCISCO,SAN FRANCISCO,CA,94103,11/25/16
